"Средний балл ЕГЭ студентов, принятых по результатам ЕГЭ на обучение по очной форме по программам бакалавриата и специалитета за счет средств соответствующих бюджетов бюджетной системы РФ","Средний балл ЕГЭ студентов университета, принятых по результатам ЕГЭ на обучение по очной форме по программам бакалавриата и специалитета за счет средств соответствующих бюджетов бюджетной системы Российской Федерации, за исключением лиц, поступивших с учетом особых прав и в рамках квоты целевого приема","Средний балл ЕГЭ студентов, принятых по результатам ЕГЭ на обучение по очной форме по программам бакалавриата и специалитета с оплатой стоимости затрат на обучение физическими и юридическими лицами","Усредненный по реализуемым направлениям (специальностям) минимальный балл ЕГЭ студентов, принятых по результатам ЕГЭ на обучение по очной форме на программы бакалавриата и специалитета","Численность студентов, победителей и призеров заключительного этапа всероссийской олимпиады школьников, членов сборных команд Российской Федерации, участвовавших в международных олимпиадах по общеобразовательным предметам по специальностям и (или) направлениям подготовки, соответствующим профилю всероссийской олимпиады школьников или международной олимпиады, принятых на очную форму обучения на первый курс по программам бакалавриата и специалитета без вступительных испытаний","Численность студентов, победителей и призеров олимпиад школьников, принятых на очную форму обучения на первый курс по программам бакалавриата и специалитета по специальностям и (или) направлениям подготовки, соответствующим профилю олимпиады школьников, без вступительных испытаний","Численность студентов, принятых по результатам целевого приема на первый курс на очную форму обучения по программам бакалавриата и специалитета","Удельный вес численности студентов, принятых по результатам целевого приема на первый курс на очную форму обучения по программам бакалавриата и специалитета в общей численности студентов, принятых на первый курс по программам бакалавриата и специалитета на очную форму обучения","Удельный вес численности студентов (приведенного контингента), обучающихся по программам магистратуры, в общей численности приведенного контингента обучающихся по образовательным программам бакалавриата, специалитета и магистратуры","Удельный вес численности обучающихся (приведенного контингента), по программам магистратуры, подготовки научно-педагогических кадров в аспирантуре (адъюнктуре), ординатуры,  ассистентуры-стажировки в общей численности приведенного контингента обучающихся по основным образовательным программам высшего образования","Удельный вес численности студентов, имеющих диплом бакалавра, специалиста или магистра других организаций, принятых на первый курс на обучение по программам магистратуры образовательной организации, в общей численности студентов, принятых на первый курс по программам магистратуры на очную форму обучения","Удельный вес численности обучающихся по программам магистратуры, подготовки научно-педагогических кадров в аспирантуре (адъюнктуре), ординатуры, ассистентуры-стажировки, имеющих диплом бакалавра, диплом специалиста или диплом магистра других организаций в общей численности обучающихся по программам магистратуры, подготовки научно-педагогических кадров в аспирантуре (адъюнктуре), ординатуры, ассистентуры-стажировки","Численность аспирантов (адъюнктов), ординаторов, ассистентов-стажеров образовательной организации в расчете на 100 студентов (приведенного контингента)","Удельный вес численности слушателей из сторонних организаций в общей численности слушателей, прошедших обучение в образовательной организации по программам повышения квалификации или профессиональной переподготовки","Удельный вес численности студентов, обучающихся по направлениям подготовки бакалавриата, специалитета, и магистратуры по областям знаний «Инженерное дело, технологии и технические науки», «Здравоохранение и медицинские науки», «Образование и педагогические науки», с которыми заключены договоры о целевом обучении, в общей численности студентов, обучающихся по указанным областям знаний","Количество цитирований публикаций, изданных за последние 5 лет, индексируемых в информационно-аналитической системе научного цитирования Web of Science Core Collection в расчете на 100 НПР","Количество цитирований публикаций, изданных за последние 5 лет, индексируемых в информационно-аналитической системе научного цитирования Scopus в расчете на 100 НПР","Количество цитирований публикаций, изданных за последние 5 лет, индексируемых в Российском индексе научного цитирования (далее – РИНЦ) в расчете на 100 НПР","Число публикаций организации, индексируемых в информационно-аналитической системе научного цитирования Web of Science Core Collection, в расчете на 100 НПР","Число публикаций организации, индексируемых в информационно-аналитической системе научного цитирования Scopus, в расчете на 100 НПР","Число публикаций организации, индексируемых в информационно-аналитической системе научного цитирования РИНЦ, в расчете на 100 НПР",Общий объем научно-исследовательских и опытно-конструкторских работ (далее – НИОКР),Удельный вес доходов от НИОКР в общих доходах образовательной организации,"Удельный вес НИОКР, выполненных собственными силами (без привлечения соисполнителей), в общих доходах образовательной организации от НИОКР","Доходы от НИОКР (за исключением средств бюджетов бюджетной системы Российской Федерации, государственных фондов поддержки науки) в расчете на одного НПР",Количество лицензионных соглашений,"Удельный вес средств, полученных образовательной организацией от использования результатов интеллектуальной деятельности, в общих доходах образовательной организации","Удельный вес численности НПР без ученой степени – до 30 лет, кандидатов наук – до 35 лет, докторов наук – до 40 лет, в общей численности НПР","Удельный вес научно-педагогических работников, защитивших кандидатские и докторские диссертации за отчетный период в общей численности НПР","Количество научных журналов, в том числе электронных, издаваемых образовательной организацией",Количество полученных грантов за отчетный год в расчете на 100 НПР,"Удельный вес численности иностранных студентов (кроме стран Содружества Независимых Государств (далее – СНГ)), обучающихся программам бакалавриата, специалитета, магистратуры, в общей численности студентов (приведенный контингент)","Удельный вес численности иностранных студентов из СНГ, обучающихся по программам бакалавриата, специалитета, магистратуры, в общей численности студентов (приведенный контингент)","Удельный вес численности иностранных студентов, завершивших освоение образовательных программ бакалавриата, специалитета, магистратуры, в общей численности студентов (приведенный контингент)","Удельный вес численности иностранных студентов (кроме стран СНГ), завершивших освоение образовательных программ бакалавриата, программ специалитета, программ магистратуры, в общей численности студентов (приведенный контингент)","Удельный вес численности иностранных студентов из стран СНГ, завершивших освоение образовательных программ бакалавриата, программ специалитета, программ магистратуры, в общей численности студентов (приведенный контингент)","Удельный вес численности студентов, обучающихся по очной форме обучения по образовательным программам бакалавриата, программам специалитета, программам магистратуры, прошедших обучение за рубежом не менее семестра (триместра), в общей численности студентов, обучающихся по очной форме обучения","Численность студентов иностранных образовательных организаций, прошедших обучение в образовательной организации по образовательным по очной форме обучения по образовательным программам бакалавриата, программам специалитета, программам магистратуры, не менее семестра (триместра) в расчете на 100 студентов, обучающихся по очной форме обучения",Удельный вес численности иностранных граждан из числа НПР в общей численности НПР,"Численность зарубежных ведущих профессоров, преподавателей и исследователей, работающих (работавших) в образовательной организации не менее 1 семестра","Удельный вес численности иностранных граждан (кроме стран СНГ) из числа аспирантов (адъюнктов), ординаторов, ассистентов-стажеров образовательной организации в общей численности аспирантов (адъюнктов), ординаторов, ассистентов-стажеров","Удельный вес численности иностранных граждан из стран СНГ из числа аспирантов (адъюнктов), ординаторов, ассистентов-стажеров образовательной организации в общей численности аспирантов (адъюнктов), ординаторов, ассистентов-стажеров","Объем средств, полученных образовательной организацией от выполнения НИОКР от иностранных граждан и иностранных юридических лиц","Объем средств от образовательной деятельности, полученных образовательной организацией от иностранных граждан и иностранных юридических лиц",Доходы образовательной организации из средств от приносящей доход деятельности в расчете на одного НПР,Доля доходов из средств от приносящей доход деятельности в доходах по всем видам финансового обеспечения (деятельности) образовательной организации,Отношение средней заработной платы НПР в образовательной организации (из всех источников) к средней заработной плате по экономике региона,Доходы образовательной организации из всех источников в расчете на численность студентов (приведенный контингент),"Общая площадь учебно-лабораторных помещений в расчете на одного студента (приведенного контингента),в том числе:",имеющихся на праве собственности,закрепленных на праве оперативного управления,предоставленных в безвозмездное пользование,предоставленных в аренду,Количество персональных компьютеров в расчете на одного студента (приведенного контингента),Удельный вес стоимости машин и оборудования (не старше 5 лет) в общей стоимости машин и оборудования,"Количество экземпляров печатных учебных изданий (включая учебники и учебные пособия) из общего количества единиц хранения библиотечного фонда, состоящих на учете, в расчете на одного студента (приведенного контингента)","Удельный вес НПР, имеющих ученую степень кандидата наук, в общей численности НПР","Удельный вес НПР имеющих ученую степень доктора наук, в общей численности НПР","Удельный вес НПР, имеющих ученую степень кандидата и доктора наук, в общей численности НПР образовательной организации (без совместителей и работающих по договорам гражданско-правового характера)","Число НПР, имеющих ученую степень кандидата и доктора наук, в расчете на 100 студентов",Доля штатных работников ППС в общей численности ППС,2,"Общая численность студентов, обучающихся по программам бакалавриата, специалитета, магистратуры",в том числе:по очной форме обучения,по очно-заочной (вечерней) форме обучения,по заочной форме обучения,"Средний балл ЕГЭ студентов, принятых на обучение по программам бакалавриата и специалитета, по всем формам обучения","Доля обучающихся по программам бакалавриата, специалитета, магистратуры в очной форме","Доля обучающихся по программам бакалавриата в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры","Доля обучающихся по программам магистратуры в общей численности обучающихся по программам бакалавриата, специалитета, магистратуры",Общая численность слушателей программ дополнительного профессионального образования,Общая численность обучающихся по программам среднего профессионального образования,"Число предприятий, с которыми заключены договоры на подготовку специалистов","Число предприятий, являющихся базами практики, с которыми оформлены договорные отношения","Общий объем средств, поступивших (за отчетный год) от выполнения НИОКР, выполненных собственными силами","Общий объем средств, поступивших (за отчетный год) от выполнения работ, услуг, связанных с научными, научно-техническими, творческими услугами и разработками, выполненных собственными силами",Общее количество публикаций организации в расчете на 100 НПР,Количество бизнес-инкубаторов,Количество технопарков,Количество центров коллективного пользования научным оборудованием,Количество малых предприятий,"Общая численность аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Доля аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров, обучающихся в очной форме",Общая численность докторантов,Число диссертационных советов,Общая численность работников образовательной организации (без внешних совместителей и работающих по договорам ГПХ),Общая численность ППС (без внешних совместителей и работающих по договорам ГПХ),Общая численность научных работников (без внешних совместителей и работающих по договорам ГПХ),"Доля ППС, имеющих ученые степени","Доля научных работников, имеющих ученые степени",Доля ППС возрастной категории моложе 65 лет,Доля ППС возрастной категории моложе 40 лет,Средняя заработная плата ППС (без внешних совместителей и работающих по договорам ГПХ),Средняя заработная плата научных работников (без внешних совместителей и работающих по договорам ГПХ),"Общая численность иностранных студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Доля иностранных студентов в общей численности студентов, обучающихся по программам бакалавриата, специалитета, магистратуры","Общее число образовательных программ высшего образования, реализуемых совместно с зарубежными вузами и ведущих к получению двух дипломов","Общая численность обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, реализуемым совместно с зарубежными вузами и ведущим к получению двух дипломов","Общая численность иностранных аспирантов (адъюнктов), интернов, ординаторов, ассистентов-стажеров","Число статей, подготовленных совместно с зарубежными организациями",Доходы вуза из иностранных источников на выполнение НИОКР,Доходы вуза  от образовательной деятельности из иностранных источников,"Количество созданных результатов интеллектуальной деятельности, имеющих правовую охрану за пределами России",Общая площадь зданий (помещений),Площадь учебно-лабораторных зданий,"Площадь, предназначенная для научно-исследовательских подразделений",Площадь общежитий,Площадь крытых спортивных сооружений,"Доля студентов, не обеспеченных собственным общежитием, в числе студентов, нуждающихся в общежитии",Количество персональных компьютеров,"Доля персональных компьютеров, имеющих доступ к Интернету",Доходы вуза  из всех источников,Доходы вуза  из внебюджетных источников,Доля доходов вуза  из внебюджетных источников,Доля доходов вуза  из федерального бюджета,Доля доходов вуза  из бюджета субъекта РФ и местного бюджета,Доля доходов вуза  от образовательной деятельности в общих доходах вуза,Доля доходов вуза  от научных исследований и разработок в общих доходах вуза,Доля внебюджетных средств в доходах от образовательной деятельности,Доля внебюджетных средств в доходах от научных исследований и разработок,VUZ,Region,Type,Site,ID,year
0.0,0.0,60.63,46.54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.29,0.0,2.55,12.74,845.86,1.27,1.27,109.55,6650.0,4.41,100.0,84.71,0,0.0,6.67,0.0,2,0.0,0.2,3.26,2.02,0.04,1.98,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1922.32,100.0,240.24,301.05,29.97,0.0,0.0,29.28,0.0,1.08,94.37,52.28,70.06,13.38,82.93,3.99,71.08,4,1642,347,165,1130,58.83,21.13,100.0,0.0,140,448,0,89,6650.0,6650.0,272.61,0,0,0,0,0,0.0,0,0,143,59,7,76.27,100.0,88.14,27.12,67.65,69.62,40,2.44,0,0,0,6,0.0,0.0,0,15022,15022,60,0,347,0.0,543,100.0,150901.8,150901.8,100.0,0.0,0.0,86.83,4.41,100.0,100.0,"Автономная некоммерческая образовательная организация высшего образования ""Воронежский экономико-правовой институт""",Воронежская область,Частные образовательные организации,http://www.vepi.ru,110170,2020
59.04,59.04,51.41,45.26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.78,0.0,0.0,0.0,207.36,0.0,0.0,43.48,11600.0,11.92,100.0,387.96,0,0.0,12.96,2.86,0,0.0,1.25,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1529.53,47.0,222.28,264.07,14.01,14.01,0.0,0.0,0.0,0.53,64.86,174.68,67.73,15.55,78.79,3.26,64.81,4,763,322,16,425,54.43,42.2,64.22,0.0,148,0,5,26,11600.0,11600.0,66.89,0,0,0,0,0,0.0,0,0,77,35,0,80.0,0.0,85.71,22.86,62.82,0.0,17,2.23,0,0,0,0,0.0,0.0,0,8463,5164,577,3299,368,0.0,197,100.0,97308.8,45732.9,47.0,53.0,0.0,67.01,11.92,36.46,100.0,"Автономная некоммерческая образовательная организация высшего образования ""Международный институт компьютерных технологий""",Воронежская область,Частные образовательные организации,http://www.iict.ru,1996,2020
0.0,0.0,0.0,0.0,0,0,0,0.0,2.14,2.14,33.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.89,4250.0,5.01,100.0,147.57,0,0.0,5.13,0.0,0,0.0,0.92,3.89,4.23,0.0,4.23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2400.28,81.44,89.36,259.24,9.32,0.0,0.0,0.0,9.32,0.37,100.0,3.67,41.67,12.15,54.64,3.15,51.28,4,492,276,199,17,0.0,56.1,98.58,1.42,0,65,3,2,4250.0,4250.0,138.89,0,0,0,0,0,0.0,0,0,31,20,0,50.0,0.0,90.0,35.0,64.48,66.17,21,4.27,0,0,0,0,0.0,0.0,0,3051,3051,196,0,135,0.0,122,98.36,84887.0,69128.0,81.44,18.56,0.0,94.99,5.01,80.46,100.0,"Автономная некоммерческая образовательная организация высшего образования ""Национальный Институт Дизайна""",г.Москва,Частные образовательные организации,niddesign.ru,1944,2020
0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,49.23,55.38,3286.15,0.0,0.0,61.54,1300.0,11.82,100.0,80.0,0,0.0,6.67,0.0,0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,676.95,100.0,79.63,239.14,185.26,85.24,0.0,0.0,3.8,1.59,0.0,216.7,81.54,6.15,85.71,3.1,93.33,4,460,0,0,460,54.21,0.0,100.0,0.0,14,0,0,398,1300.0,1300.0,61.54,0,0,0,0,0,0.0,0,0,33,14,0,85.71,0.0,100.0,35.71,22.15,0.0,10,2.17,0,0,0,0,0.0,0.0,0,8522,8522,187,0,397,0.0,73,100.0,11000.4,11000.4,100.0,0.0,0.0,77.5,11.82,100.0,100.0,"автономная некоммерческая образовательная организация высшего образования ""Региональный финансово-экономический институт"" (РФЭИ)",Курская область,Частные образовательные организации,http://rfei.ru/,2071,2020
0.0,0.0,55.3,55.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.5,0.0,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,558.68,100.0,87.31,282.7,22.89,0.0,0.0,0.0,22.89,1.33,42.86,207.17,80.95,3.57,92.31,17.75,85.71,4,40,14,0,26,50.9,35.0,100.0,0.0,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,19,6,1,83.33,100.0,83.33,16.67,42.58,17.92,1,2.5,0,0,0,0,0.0,0.0,0,380,380,48,0,65,0.0,22,100.0,4692.9,4692.9,100.0,0.0,0.0,43.53,0.0,100.0,0.0,Автономная некоммерческая образовательная организация высшего образования «Подольский социально-спортивный институт»,Московская область,Частные образовательные организации,https://www.pssi-k.ru/,666667486,2020
0.0,0.0,0.0,0.0,0,0,0,0.0,100.0,100.0,100.0,86.72,70.71,100.0,0.0,0.0,0.0,0.0,170.17,240.1,159.31,4553392.2,86.46,96.32,3864.23,6,0.0,34.82,0.0,0,16.97,9.61,7.24,18.89,8.76,10.14,1.1,0.31,12.85,17,14.48,5.12,159226.7,2303.8,4159.05,24.71,878.11,11710.74,158.02,0.0,0.0,0.0,158.02,1.91,98.7,1.73,29.94,8.74,36.8,26.91,80.3,4,635,635,0,0,0.0,100.0,0.0,100.0,2,0,0,0,4385693.7,4571856.2,240.1,0,0,6,0,449,100.0,0,8,900,106,360,81.13,20.0,91.51,31.13,813.81,250.54,107,16.85,0,0,88,566,159226.7,2303.8,10,100345,100345,17701,0,45,0.0,1215,100.0,7436319.5,1837882.8,24.71,75.29,0.0,10.54,86.46,5.76,26.56,Автономная некоммерческая образовательная организация высшего образования «Сколковский институт науки и технологий»,Московская область,Частные образовательные организации,www.skoltech.ru,113493,2020
0.0,0.0,56.48,46.09,0,0,0,0.0,2.69,3.92,30.77,65.0,1.48,23.14,0.0,65.03,91.68,1076.76,7.46,40.51,2556.5,20778.8,4.51,61.5,0.0,1,0.0,1.08,0.0,4,6.4,0.21,4.88,1.94,0.05,1.88,0.0,0.0,0.0,0,0.0,0.0,0.0,2932.1,4643.3,94.55,241.82,485.6,27.01,12.59,0.0,0.0,0.0,0.75,29.79,271.96,75.96,15.78,95.49,2.87,79.57,4,3003,674,278,2051,55.13,22.44,70.46,2.2,1383,768,0,49,12778.8,12829.7,3142.86,0,0,0,0,14,85.71,0,0,234,74,0,94.59,0.0,70.27,5.41,112.25,0.0,161,5.36,0,0,0,7,0.0,2932.1,0,40545,25618,53,0,989,0.0,709,100.0,460638.5,435541.6,94.55,5.38,0.07,80.81,4.51,98.84,0.0,"Автономная некоммерческая образовательная организация высшего образования Центросоюза Российской Федерации ""Российский университет кооперации""",Московская область,Частные образовательные организации,http://www.ruc.su,1845,2020
0.0,0.0,66.63,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,79.01,0.0,0.0,0.0,0.0,0.0,6.71,10.07,6278.9,7.6,100.0,210.7,0,0.0,0.0,0.0,0,3.36,1.03,7.9,11.35,1.02,10.33,0.0,0.0,3.45,0,0.0,0.0,0.0,0.0,2771.24,100.0,68.27,284.82,10.52,0.0,0.0,0.0,0.0,0.19,13.64,9.47,1.68,11.74,19.23,1.04,63.79,4,384,271,51,62,67.39,70.57,3.91,0.0,81,0,0,0,6278.9,6278.9,23.49,0,0,0,0,0,0.0,0,0,61,37,0,13.51,0.0,83.78,24.32,49.38,0.0,31,8.07,0,0,0,0,0.0,0.0,0,4049,3051,572,0,102,100.0,55,100.0,82583.0,82583.0,100.0,0.0,0.0,82.6,7.6,100.0,100.0,"Автономная некоммерческая организация ""Образовательная организация высшего образования ""Институт театрального искусства""",г.Москва	,Частные образовательные организации,info@mos-iti.ru,113596,2020
100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.99,0.0,0.0,0.0,0.0,0.0,0.0,129.77,7010.0,7.62,100.0,535.11,0,0.0,0.0,0.0,0,0.0,0.0,9.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7026.99,100.0,140.09,896.33,21.7,0.0,0.0,0.0,0.0,1.03,9.76,88.2,59.16,33.97,93.1,2.19,83.02,4,556,40,74,442,100.0,7.19,100.0,0.0,598,0,0,25,7010.0,7010.0,129.77,0,0,0,0,0,0.0,0,0,57,44,2,95.45,0.0,95.45,13.64,103.05,50.83,45,8.09,0,0,0,0,0.0,0.0,0,2229,2229,164,0,751,0.0,106,100.0,92053.6,92053.6,100.0,0.0,0.0,92.38,7.62,100.0,100.0,"Автономная некоммерческая организация высшего  образования ""Институт менеджмента ,экономики и инноваций""",г.Москва,Частные образовательные организации,http://www.anoimei.ru,110230,2020
0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,441.03,800.0,6.89,100.0,41.03,0,0.0,4.35,0.0,0,0.0,34.41,14.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,595.12,100.0,204.75,113.11,37.34,37.34,0.0,0.0,0.0,0.94,19.38,217.67,43.59,25.64,69.23,4.05,100.0,4,333,77,0,256,0.0,23.12,100.0,0.0,182,0,10,4,800.0,800.0,441.03,0,0,0,0,0,0.0,0,0,30,23,0,65.22,0.0,78.26,13.04,57.57,63.43,82,24.62,0,0,0,0,0.0,0.0,0,3991,3831,31,150,286,0.0,96,93.75,11604.9,11604.9,100.0,0.0,0.0,93.11,6.89,100.0,100.0,"Автономная некоммерческая организация высшего образования ""Автомобильно-транспортный институт""",Воронежская область,Частные образовательные организации,www.vrnvuz.ru,110267,2020
0.0,0.0,53.48,44.72,0,0,0,0.0,8.68,11.21,17.39,35.36,4.82,56.62,0.0,10.85,25.77,533.74,8.14,6.1,234.66,22350.0,6.47,100.0,114.95,6,0.16,4.97,0.0,2,4.75,1.58,8.38,2.64,0.91,1.73,0.15,0.15,0.0,0,2.6,0.0,0.0,11328.9,2301.82,98.31,202.55,216.27,24.7,15.23,0.0,0.0,9.47,0.66,11.46,438.4,74.7,16.04,91.73,4.16,80.68,4,3213,1359,346,1508,53.42,42.3,71.65,10.89,627,1198,0,1061,22350.0,22350.0,447.61,1,0,0,1,77,54.55,0,0,467,142,5,92.25,40.0,88.03,16.9,60.96,60.92,190,5.91,2,2,2,34,0.0,11328.9,1,59000,39424,215,17373,2458,0.0,1050,100.0,345233.5,339404.0,98.31,1.58,0.11,79.81,6.47,100.0,75.84,"Автономная некоммерческая организация высшего образования ""Белгородский университет кооперации, экономики и права""",Белгородская область,Частные образовательные организации,http://www.bukep.ru,1847,2020
